experimento,visibilidad_barrida,repeticion,semilla_alice,semilla_bob,distancia_km,mu,eficiencia_detector,conteos_oscuros_hz,visibilidad,claves_completadas,bits_tamizados,errores,qber,tiempo_hasta_ultima_clave_s,tasa_tamizada_bps,indicador_ideal_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps
visibilidad,0.9339090909090909,20,40740,40741,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,4,0.00390625,0.006773999938,151166.2251804408,139125.99656233354,4768,2081,2195,9044,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,21,40742,40743,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,5,0.0048828125,0.00670999994,152608.04905461744,137933.506279463,4796,2081,2119,8996,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,22,40744,40745,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,9,0.0087890625,0.006773999938,151166.2251804408,127443.30823698807,4754,2067,2101,8922,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,23,40746,40747,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,5,0.0048828125,0.006805999937,150455.48185111597,135987.92645113514,4769,2146,2176,9091,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,24,40748,40749,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,8,0.0078125,0.00670999994,152608.04905461744,130880.45813048462,4571,2153,2063,8787,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,25,40750,40751,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,7,0.0068359375,0.00670999994,152608.04905461744,133160.71444056655,4789,2085,2159,9033,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,26,40752,40753,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,7,0.0068359375,0.0067419999389999995,151883.71540565212,132528.68495858918,4600,2160,2057,8817,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,27,40754,40755,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,11,0.0107421875,0.0065819999439999995,155575.81414649737,126785.5429493174,4606,2059,2034,8699,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,28,40756,40757,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,5,0.0048828125,0.006613999943,154823.10384410596,139935.56498873804,4669,2012,2048,8729,5.999998200501011e-07,150453.52108594033
visibilidad,0.9339090909090909,29,40758,40759,30.0,0.1,0.15,200.0,0.9339090909090909,4,1024,6,0.005859375,0.006677999941,153339.32450539386,136157.33437279932,4627,2064,2167,8858,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,0,40800,40801,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,8,0.0078125,0.0067419999389999995,151883.71540565212,130259.2515794332,4635,2088,2105,8828,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,1,40802,40803,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,6,0.005859375,0.006645999942,154077.64203077086,136812.92188435455,4692,2074,2094,8860,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,2,40804,40805,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,8,0.0078125,0.006805999937,150455.48185111597,129034.36296383913,4698,2193,2138,9029,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,3,40806,40807,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,6,0.005859375,0.0067419999389999995,151883.71540565212,134864.82929917317,4806,2045,2109,8960,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,4,40808,40809,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,5,0.0048828125,0.006645999942,154077.64203077086,139261.78557574027,4723,1985,2057,8765,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,5,40810,40811,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,8,0.0078125,0.006645999942,154077.64203077086,132140.81761463912,4691,2079,2095,8865,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,6,40812,40813,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,1,0.0009765625,0.006677999941,153339.32450539386,149638.41114530162,4591,2090,2109,8790,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,7,40814,40815,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,8,0.0078125,0.006805999937,150455.48185111597,129034.36296383913,4691,2221,2153,9065,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,8,40816,40817,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,3,0.0029296875,0.006677999941,153339.32450539386,143775.9223341301,4708,2164,2122,8994,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,9,40818,40819,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,5,0.0048828125,0.006613999943,154823.10384410596,139935.56498873804,4644,1979,1970,8593,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,10,40820,40821,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,4,0.00390625,0.006645999942,154077.64203077086,141805.52216553656,4661,1969,1992,8622,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,11,40822,40823,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,5,0.0048828125,0.00670999994,152608.04905461744,137933.506279463,4684,2116,2130,8930,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,12,40824,40825,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,5,0.0048828125,0.006773999938,151166.2251804408,136630.32585330182,4622,2062,2122,8806,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,13,40826,40827,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,3,0.0029296875,0.006613999943,154823.10384410596,145167.16195026756,4628,2107,2020,8755,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,14,40828,40829,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,4,0.00390625,0.0067419999389999995,151883.71540565212,139786.33945630412,4625,2139,2092,8856,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,15,40830,40831,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,2,0.001953125,0.00670999994,152608.04905461744,145885.79083644788,4551,2101,2143,8795,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,16,40832,40833,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,3,0.0029296875,0.006677999941,153339.32450539386,143775.9223341301,4697,2016,2064,8777,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,17,40834,40835,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,6,0.005859375,0.006645999942,154077.64203077086,136812.92188435455,4552,2131,2104,8787,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,18,40836,40837,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,6,0.005859375,0.006805999937,150455.48185111597,133596.63228399336,4781,2084,2158,9023,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,19,40838,40839,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,7,0.0068359375,0.006677999941,153339.32450539386,133798.8011082192,4700,2067,2075,8842,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,20,40840,40841,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,10,0.009765625,0.0067419999389999995,151883.71540565212,125889.06832260407,4632,2130,2098,8860,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,21,40842,40843,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,7,0.0068359375,0.006645999942,154077.64203077086,134443.03245625252,4629,2089,2068,8786,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,22,40844,40845,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,2,0.001953125,0.006645999942,154077.64203077086,147290.64945866316,4663,2107,2140,8910,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,23,40846,40847,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,0,0.0,0.006677999941,153339.32450539386,153339.32450537686,4585,2095,2143,8823,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,24,40848,40849,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,4,0.00390625,0.00670999994,152608.04905461744,140452.98070262512,4583,2082,2143,8808,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,25,40850,40851,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,2,0.001953125,0.006645999942,154077.64203077086,147290.64945866316,4629,2078,2068,8775,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,26,40852,40853,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,2,0.001953125,0.00670999994,152608.04905461744,145885.79083644788,4659,2071,2064,8794,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,27,40854,40855,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,4,0.00390625,0.00670999994,152608.04905461744,140452.98070262512,4660,2199,2094,8953,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,28,40856,40857,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,10,0.009765625,0.006613999943,154823.10384410596,128325.38528368769,4691,2007,2042,8740,5.999998200501011e-07,150453.52108594033
visibilidad,0.9501818181818181,29,40858,40859,30.0,0.1,0.15,200.0,0.9501818181818181,4,1024,3,0.0029296875,0.00670999994,152608.04905461744,143090.25476154347,4574,2109,2195,8878,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,0,40900,40901,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,4,0.00390625,0.0067419999389999995,151883.71540565212,139786.33945630412,4804,2037,2085,8926,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,1,40902,40903,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.006677999941,153339.32450539386,138594.46346754412,4639,2119,2171,8929,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,2,40904,40905,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.006613999943,154823.10384410596,145167.16195026756,4544,2025,2118,8687,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,3,40906,40907,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,1,0.0009765625,0.0067419999389999995,151883.71540565212,148217.93382393234,4716,2038,2105,8859,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,4,40908,40909,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.006613999943,154823.10384410596,139935.56498873804,4576,2065,2016,8657,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,5,40910,40911,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.006677999941,153339.32450539386,138594.46346754412,4587,2127,2112,8826,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,6,40912,40913,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.006773999938,151166.2251804408,141738.35394926474,4688,2106,2130,8924,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,7,40914,40915,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,2,0.001953125,0.006677999941,153339.32450539386,146584.85420903328,4661,2076,2063,8800,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,8,40916,40917,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.006677999941,153339.32450539386,143775.9223341301,4617,2099,2074,8790,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,9,40918,40919,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,1,0.0009765625,0.006677999941,153339.32450539386,149638.41114530162,4692,2076,2117,8885,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,10,40920,40921,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,0,0.0,0.006677999941,153339.32450539386,153339.32450537686,4556,2130,2051,8737,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,11,40922,40923,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,4,0.00390625,0.0067419999389999995,151883.71540565212,139786.33945630412,4694,2118,2064,8876,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,12,40924,40925,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.006677999941,153339.32450539386,143775.9223341301,4682,2094,2202,8978,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,13,40926,40927,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,2,0.001953125,0.006677999941,153339.32450539386,146584.85420903328,4650,2040,2083,8773,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,14,40928,40929,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,2,0.001953125,0.00670999994,152608.04905461744,145885.79083644788,4673,2140,2135,8948,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,15,40930,40931,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.0067419999389999995,151883.71540565212,137278.82338077642,4754,2037,2126,8917,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,16,40932,40933,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,4,0.00390625,0.006613999943,154823.10384410596,142491.6087404683,4631,2080,2068,8779,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,17,40934,40935,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,10,0.009765625,0.006645999942,154077.64203077086,127707.50802870883,4716,2041,2028,8785,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,18,40936,40937,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,4,0.00390625,0.006677999941,153339.32450539386,141126.01084364636,4688,2144,2122,8954,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,19,40938,40939,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,2,0.001953125,0.006645999942,154077.64203077086,147290.64945866316,4744,2140,2047,8931,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,20,40940,40941,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,2,0.001953125,0.006805999937,150455.48185111597,143828.04243617167,4690,2107,2120,8917,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,21,40942,40943,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.0067419999389999995,151883.71540565212,142411.09604740705,4668,2111,2130,8909,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,22,40944,40945,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,1,0.0009765625,0.006677999941,153339.32450539386,149638.41114530162,4713,2205,2052,8970,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,23,40946,40947,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,7,0.0068359375,0.006613999943,154823.10384410596,135093.4976726471,4477,2074,2043,8594,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,24,40948,40949,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,0,0.0,0.0065819999439999995,155575.81414649737,155575.81414648014,4575,1993,2014,8582,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,25,40950,40951,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.006549999945,156335.87917533945,146585.58914912195,4675,2186,2108,8969,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,26,40952,40953,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,3,0.0029296875,0.006677999941,153339.32450539386,143775.9223341301,4650,2099,2111,8860,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,27,40954,40955,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.006677999941,153339.32450539386,138594.46346754412,4788,2006,2135,8929,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,28,40956,40957,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.006613999943,154823.10384410596,139935.56498873804,4567,2117,2051,8735,5.999998200501011e-07,150453.52108594033
visibilidad,0.9664545454545455,29,40958,40959,30.0,0.1,0.15,200.0,0.9664545454545455,4,1024,5,0.0048828125,0.0067419999389999995,151883.71540565212,137278.82338077642,4699,2106,2144,8949,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,0,41000,41001,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.0067419999389999995,151883.71540565212,148217.93382393234,4716,2149,2091,8956,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,1,41002,41003,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,3,0.0029296875,0.006773999938,151166.2251804408,141738.35394926474,4774,2128,2088,8990,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,2,41004,41005,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.00670999994,152608.04905461744,145885.79083644788,4820,2135,2125,9080,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,3,41006,41007,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.006677999941,153339.32450539386,146584.85420903328,4661,2061,2142,8864,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,4,41008,41009,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,0,0.0,0.006645999942,154077.64203077086,154077.64203075378,4655,2080,2067,8802,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,5,41010,41011,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.0067419999389999995,151883.71540565212,145193.36348505088,4596,2116,2118,8830,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,6,41012,41013,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.00670999994,152608.04905461744,145885.79083644788,4567,2063,2017,8647,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,7,41014,41015,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,4,0.00390625,0.006805999937,150455.48185111597,138471.86318118763,4605,2052,2087,8744,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,8,41016,41017,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.00670999994,152608.04905461744,148924.78535546127,4603,2059,2066,8728,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,9,41018,41019,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.006613999943,154823.10384410596,151086.3788042911,4599,2051,2078,8728,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,10,41020,41021,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.006613999943,154823.10384410596,151086.3788042911,4697,1972,2051,8720,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,11,41022,41023,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,0,0.0,0.006645999942,154077.64203077086,154077.64203075378,4758,2113,2012,8883,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,12,41024,41025,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.006773999938,151166.2251804408,144507.47811025707,4680,2135,2065,8880,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,13,41026,41027,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.006677999941,153339.32450539386,149638.41114530162,4628,2057,2037,8722,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,14,41028,41029,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,5,0.0048828125,0.0067419999389999995,151883.71540565212,137278.82338077642,4565,2078,2128,8771,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,15,41030,41031,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.00670999994,152608.04905461744,148924.78535546127,4633,2036,2110,8779,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,16,41032,41033,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.00670999994,152608.04905461744,148924.78535546127,4655,2133,2058,8846,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,17,41034,41035,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,4,0.00390625,0.006613999943,154823.10384410596,142491.6087404683,4726,2109,2033,8868,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,18,41036,41037,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,0,0.0,0.006677999941,153339.32450539386,153339.32450537686,4701,2135,2047,8883,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,19,41038,41039,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,0,0.0,0.006645999942,154077.64203077086,154077.64203075378,4681,2026,2128,8835,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,20,41040,41041,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.006677999941,153339.32450539386,149638.41114530162,4655,2085,2194,8934,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,21,41042,41043,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,4,0.00390625,0.006677999941,153339.32450539386,141126.01084364636,4664,2035,2039,8738,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,22,41044,41045,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.006613999943,154823.10384410596,151086.3788042911,4601,2038,1958,8597,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,23,41046,41047,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,1,0.0009765625,0.0067419999389999995,151883.71540565212,148217.93382393234,4575,2069,2116,8760,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,24,41048,41049,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.0065819999439999995,155575.81414649737,148722.82833301372,4594,2074,2021,8689,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,25,41050,41051,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,3,0.0029296875,0.006645999942,154077.64203077086,144468.19278418546,4534,2117,2118,8769,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,26,41052,41053,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,0,0.0,0.006773999938,151166.2251804408,151166.22518042402,4752,2118,2192,9062,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,27,41054,41055,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,4,0.00390625,0.006677999941,153339.32450539386,141126.01084364636,4681,1988,2089,8758,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,28,41056,41057,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,3,0.0029296875,0.00670999994,152608.04905461744,143090.25476154347,4693,2069,2091,8853,5.999998200501011e-07,150453.52108594033
visibilidad,0.9827272727272727,29,41058,41059,30.0,0.1,0.15,200.0,0.9827272727272727,4,1024,2,0.001953125,0.006645999942,154077.64203077086,147290.64945866316,4697,2009,2008,8714,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,0,41100,41101,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006773999938,151166.2251804408,151166.22518042402,4701,2136,2115,8952,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,1,41102,41103,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.00670999994,152608.04905461744,152608.04905460053,4689,2151,2043,8883,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,2,41104,41105,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006773999938,151166.2251804408,151166.22518042402,4861,2114,2136,9111,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,3,41106,41107,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.00670999994,152608.04905461744,152608.04905460053,4598,2027,2100,8725,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,4,41108,41109,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006613999943,154823.10384410596,154823.10384408882,4612,2013,2123,8748,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,5,41110,41111,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006677999941,153339.32450539386,153339.32450537686,4696,2074,2076,8846,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,6,41112,41113,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006677999941,153339.32450539386,153339.32450537686,4631,2082,2108,8821,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,7,41114,41115,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006645999942,154077.64203077086,154077.64203075378,4678,1990,2161,8829,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,8,41116,41117,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.0067419999389999995,151883.71540565212,151883.7154056353,4667,2046,2016,8729,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,9,41118,41119,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.00670999994,152608.04905461744,152608.04905460053,4590,2126,2140,8856,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,10,41120,41121,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.0067419999389999995,151883.71540565212,151883.7154056353,4713,2063,2060,8836,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,11,41122,41123,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.00670999994,152608.04905461744,152608.04905460053,4759,2097,2066,8922,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,12,41124,41125,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006645999942,154077.64203077086,154077.64203075378,4676,2069,2033,8778,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,13,41126,41127,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.00670999994,152608.04905461744,152608.04905460053,4693,2063,2081,8837,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,14,41128,41129,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.0065819999439999995,155575.81414649737,155575.81414648014,4575,2020,2065,8660,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,15,41130,41131,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.0067419999389999995,151883.71540565212,151883.7154056353,4541,2102,2048,8691,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,16,41132,41133,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006613999943,154823.10384410596,154823.10384408882,4598,2020,2048,8666,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,17,41134,41135,30.0,0.1,0.15,200.0,0.999,4,1024,1,0.0009765625,0.006645999942,154077.64203077086,150358.90904611413,4632,2058,2082,8772,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,18,41136,41137,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006645999942,154077.64203077086,154077.64203075378,4673,2100,2122,8895,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,19,41138,41139,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006613999943,154823.10384410596,154823.10384408882,4673,2068,2141,8882,5.999998200501011e-07,150453.52108594033
visibilidad,0.999,20,41140,41141,30.0,0.1,0.15,200.0,0.999,4,1024,0,0.0,0.006837999936,149751.39069670797,149751.39069669138,4724,2191,2054,8969,5.999998200501011e-07,150453.52108594033
