experimento,indice_punto,repeticion,variable,semilla_alice,semilla_bob,distancia_km,atenuacion_db_km,eficiencia_detector,conteos_oscuros_hz,mu,frecuencia_hz,visibilidad,longitud_clave_bits,claves_solicitadas,claves_completadas,horizonte_s,retardo_clasico_extra_s,corrida_completa,pulsos_emitidos,clics,slots_con_clic,slots_validos,slots_validos_con_bases_comparadas,bits_observados_con_bases_coincidentes,bits_tamizados,errores,qber,tasa_tamizada_bps,tiempo_hasta_ultima_clave_s,fraccion_tamizado,ganancia_clic_observada,tasa_clics_bps,contabilidad_consistente,distancia_km_barrida,proxy_asintotico_monofotonico_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps,eficiencia_barrida,conteos_oscuros_barridos_hz,retardo_clasico_extra_ps,visibilidad_barrida,intensidad_media_fotones,intensidad_senuelo,mu_referencia,mu_senal,nu_debil,y0,corrida_pareada_completa,E_reference,E_mu,E_nu,q_reference,q_mu,q_nu,y1_cota_inferior,e1_cota_superior,q1_cota_inferior,e1_clamp_limite_fisico,tasa_sin_senuelos_referencia_bps,tasa_sin_senuelos_pareada_bps,tasa_con_senuelos_bps
conteos_oscuros,1,27,2.3101297000831598,30154,30155,5.0,0.2,0.85,2.3101297000831598,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19794,19659,14206,14206,6409,6144,23,0.0037434895833333335,1441915.0488314107,0.004260999984,0.4511474025059834,0.05646541819852941,4613705.720211051,True,,1331136.0887245224,10811,5203,5023,21037,6.930389040427087e-09,2611560.6917224545,,2.3101297000831598,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,1,28,2.3101297000831598,30156,30157,5.0,0.2,0.85,2.3101297000831598,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19891,19744,14314,14314,6376,6144,10,0.0016276041666666667,1441915.0488314107,0.004260999984,0.4454380326952634,0.05670955882352941,4633654.089213439,True,,1387651.1710389096,10961,5013,5182,21156,6.930389040427087e-09,2611560.6917224545,,2.3101297000831598,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,1,29,2.3101297000831598,30158,30159,5.0,0.2,0.85,2.3101297000831598,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19589,19458,14149,14149,6348,6144,11,0.0017903645833333333,1441915.0488314107,0.004260999984,0.4486536150964732,0.055888097426470586,4566533.694687759,True,,1382992.179764004,10704,5078,5074,20856,6.930389040427087e-09,2611560.6917224545,,2.3101297000831598,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,0,5.3366992312063095,30200,30201,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19953,19787,14237,14237,6409,6144,20,0.0032552083333333335,1441915.0488314107,0.004260999984,0.45016506286436747,0.05683306525735294,4643745.617061706,True,,1343537.6810940243,10846,5129,5216,21191,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,1,5.3366992312063095,30202,30203,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,20003,19852,14402,14402,6539,6144,10,0.0016276041666666667,1441915.0488314107,0.004260999984,0.4540341619219553,0.05701976102941177,4659000.252181179,True,,1387651.1710389096,10941,5015,5300,21256,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,2,5.3366992312063095,30204,30205,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,20054,19945,14427,14427,6491,6144,9,0.00146484375,1441915.0488314107,0.004260999984,0.44992028834823594,0.05728687959558824,4680826.114736732,True,,1392383.53748707,11063,5138,5179,21380,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,3,5.3366992312063095,30206,30207,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19820,19673,14211,14211,6501,6144,15,0.00244140625,1441915.0488314107,0.004260999984,0.4574625290268102,0.05650562959558823,4616991.333929092,True,,1364971.6683870335,10826,5157,5106,21089,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,4,5.3366992312063095,30208,30209,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19787,19633,14250,14250,6528,6144,19,0.0030924479166666665,1441915.0488314107,0.004260999984,0.45810526315789474,0.05639073988970588,4607603.866163262,True,,1347742.6765709298,10747,5073,5195,21015,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,5,5.3366992312063095,30210,30211,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19880,19711,14241,14241,6467,6144,8,0.0013020833333333333,1441915.0488314107,0.004260999984,0.45411136858366685,0.05661477481617647,4625909.42830663,True,,1397197.4506933456,10793,5114,5192,21099,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,6,5.3366992312063095,30212,30213,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19673,19540,14115,14115,6279,6144,11,0.0017903645833333333,1441915.0488314107,0.004260999984,0.444845908607864,0.05612362132352941,4585778.003607709,True,,1382992.179764004,10715,5029,5205,20949,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,7,5.3366992312063095,30214,30215,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19971,19837,14297,14297,6525,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.4563894523326572,0.05697667738970588,4655479.9517689925,True,,1360598.252719347,10891,5132,5217,21240,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,8,5.3366992312063095,30216,30217,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18546,18420,13409,13409,6182,6144,16,0.0026041666666666665,1534082.4027493724,0.0040049999849999995,0.4610336341263331,0.05621337890625,4599250.953555248,True,,1447567.8289091343,10247,4722,4835,19804,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,9,5.3366992312063095,30218,30219,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19749,19603,14184,14184,6357,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.44818104906937395,0.05630457261029412,4600563.26533889,True,,1360598.252719347,10735,5153,5114,21002,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,10,5.3366992312063095,30220,30221,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19758,19638,14248,14248,6439,6144,20,0.0032552083333333335,1441915.0488314107,0.004260999984,0.4519230769230769,0.056405101102941176,4608777.299633991,True,,1343537.6810940243,10971,5013,5029,21013,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,11,5.3366992312063095,30222,30223,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19862,19711,14295,14295,6459,6144,15,0.00244140625,1441915.0488314107,0.004260999984,0.45183630640083944,0.05661477481617647,4625909.42830663,True,,1364971.6683870335,10851,5148,5076,21075,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,12,5.3366992312063095,30224,30225,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,20067,19908,14559,14559,6486,6144,13,0.0021158854166666665,1441915.0488314107,0.004260999984,0.44549763033175355,0.05718060661764706,4672142.70705334,True,,1373868.7242302853,10932,5180,5173,21285,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,13,5.3366992312063095,30226,30227,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19944,19808,14374,14374,6440,6144,14,0.0022786458333333335,1441915.0488314107,0.004260999984,0.44803116738555726,0.056893382352941176,4648674.037638767,True,,1369393.9952697302,10995,4946,5243,21184,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,14,5.3366992312063095,30228,30229,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19794,19657,14164,14164,6388,6144,14,0.0022786458333333335,1441915.0488314107,0.004260999984,0.4510025416548997,0.05645967371323529,4613236.34682276,True,,1369393.9952697302,10688,5154,5200,21042,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,15,5.3366992312063095,30230,30231,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19856,19741,14328,14328,6463,6144,8,0.0013020833333333333,1441915.0488314107,0.004260999984,0.4510748185371301,0.056700942095588236,4632950.029131002,True,,1397197.4506933456,11036,5055,5035,21126,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,16,5.3366992312063095,30232,30233,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19924,19759,14278,14278,6400,6144,9,0.00146484375,1441915.0488314107,0.004260999984,0.448242050707382,0.056752642463235296,4637174.389625626,True,,1392383.53748707,10828,5205,5125,21158,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,17,5.3366992312063095,30234,30235,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19981,19851,14369,14369,6440,6144,12,0.001953125,1441915.0488314107,0.004260999984,0.44818706938548264,0.057016888786764704,4658765.565487034,True,,1378399.8846775182,10954,5138,5104,21196,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,18,5.3366992312063095,30236,30237,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19632,19488,14163,14163,6499,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.458871707971475,0.055974264705882355,4573574.2955121305,True,,1360598.252719347,10825,5046,5025,20896,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,19,5.3366992312063095,30238,30239,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18640,18512,13457,13457,6197,6144,9,0.00146484375,1534082.4027493724,0.0040049999849999995,0.46050382700453296,0.056494140625,4622222.239533916,True,,1481384.8322534438,10289,4663,4948,19900,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,20,5.3366992312063095,30240,30241,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19858,19717,14364,14364,6526,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.4543302701197438,0.056632008272058824,4627317.548471505,True,,1360598.252719347,10914,5032,5118,21064,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,21,5.3366992312063095,30242,30243,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19833,19692,14321,14321,6404,6144,6,0.0009765625,1441915.0488314107,0.004260999984,0.44717547657286505,0.05656020220588235,4621450.381117861,True,,1407113.7825186031,10988,5053,5065,21106,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,22,5.3366992312063095,30244,30245,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18659,18546,13503,13503,6215,6144,15,0.00244140625,1534082.4027493724,0.0040049999849999995,0.46026808857290974,0.056597900390625,4630711.6278303815,True,,1452220.7937430502,10306,4847,4758,19911,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,23,5.3366992312063095,30246,30247,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19763,19619,14157,14157,6432,6144,6,0.0009765625,1441915.0488314107,0.004260999984,0.45433354524263614,0.05635052849264706,4604318.252445222,True,,1407113.7825186031,10808,5182,5003,20993,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,24,5.3366992312063095,30248,30249,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19753,19608,14207,14207,6343,6144,12,0.001953125,1441915.0488314107,0.004260999984,0.44647004997536427,0.05631893382352941,4601736.698809619,True,,1378399.8846775182,10768,5106,5143,21017,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,25,5.3366992312063095,30250,30251,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19637,19504,14245,14245,6480,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.4548964548964549,0.056020220588235296,4577329.282618462,True,,1360598.252719347,10806,4980,5101,20887,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,26,5.3366992312063095,30252,30253,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18853,18707,13515,13515,6247,6144,13,0.0021158854166666665,1534082.4027493724,0.0040049999849999995,0.4622271550129486,0.0570892333984375,4670911.378293052,True,,1461686.5502843056,10286,4891,4901,20078,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,27,5.3366992312063095,30254,30255,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19772,19642,14279,14279,6486,6144,17,0.0027669270833333335,1441915.0488314107,0.004260999984,0.4542334897401779,0.056416590073529414,4609716.046410575,True,,1356270.6946791916,10785,5167,5048,21000,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,28,5.3366992312063095,30256,30257,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19921,19779,14233,14233,6454,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.4534532424646947,0.05681008731617647,4641868.12350854,True,,1360598.252719347,10791,5134,5243,21168,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,2,29,5.3366992312063095,30258,30259,5.0,0.2,0.85,5.3366992312063095,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19800,19650,14236,14236,6414,6144,11,0.0017903645833333333,1441915.0488314107,0.004260999984,0.4505479067153695,0.056439568014705885,4611593.53996374,True,,1382992.179764004,10843,5146,5102,21091,1.6010097581009575e-08,2611561.0311985905,,5.3366992312063095,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,0,12.32846739442066,30300,30301,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19821,19687,14255,14255,6434,6144,16,0.0026041666666666665,1441915.0488314107,0.004260999984,0.4513504033672396,0.05654584099264706,4620276.947647132,True,,1360598.252719347,10859,5038,5170,21067,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,1,12.32846739442066,30302,30303,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19839,19698,14304,14304,6425,6144,12,0.001953125,1441915.0488314107,0.004260999984,0.4491750559284116,0.05657743566176471,4622858.501282736,True,,1378399.8846775182,10788,5089,5118,20995,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,2,12.32846739442066,30304,30305,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19835,19703,14300,14300,6447,6144,15,0.00244140625,1441915.0488314107,0.004260999984,0.4508391608391608,0.056591796875,4624031.934753465,True,,1364971.6683870335,10889,5116,5124,21129,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,3,12.32846739442066,30306,30307,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19895,19749,14362,14362,6517,6144,8,0.0013020833333333333,1441915.0488314107,0.004260999984,0.4537668848349812,0.056723920036764706,4634827.522684168,True,,1397197.4506933456,10909,5033,5179,21121,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,4,12.32846739442066,30308,30309,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19798,19670,14295,14295,6487,6144,21,0.00341796875,1441915.0488314107,0.004260999984,0.45379503322840153,0.05649701286764706,4616287.273846655,True,,1339369.387073395,10775,5138,5123,21036,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,5,12.32846739442066,30310,30311,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18799,18656,13578,13578,6218,6144,13,0.0021158854166666665,1534082.4027493724,0.0040049999849999995,0.4579466784504345,0.05693359375,4658177.295848355,True,,1461686.5502843056,10411,4790,4857,20058,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,6,12.32846739442066,30312,30313,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19759,19616,14182,14182,6353,6144,10,0.0016276041666666667,1441915.0488314107,0.004260999984,0.4479622056127486,0.05634191176470588,4603614.192362785,True,,1387651.1710389096,10747,5068,5158,20973,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,7,12.32846739442066,30314,30315,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18803,18657,13448,13448,6151,6144,15,0.00244140625,1534082.4027493724,0.0040049999849999995,0.4573914336704343,0.0569366455078125,4658426.983739427,True,,1452220.7937430502,10204,4971,4834,20009,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,8,12.32846739442066,30316,30317,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18815,18689,13476,13476,6160,6144,8,0.0013020833333333333,1534082.4027493724,0.0040049999849999995,0.45710893440189965,0.0570343017578125,4666416.9962537475,True,,1486506.4512726052,10325,4858,4852,20035,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,9,12.32846739442066,30318,30319,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19893,19743,14353,14353,6511,6144,10,0.0016276041666666667,1441915.0488314107,0.004260999984,0.45363338674841497,0.056706686580882355,4633419.402519293,True,,1387651.1710389096,10868,5159,5083,21110,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,10,12.32846739442066,30320,30321,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18758,18630,13437,13437,6152,6144,8,0.0013020833333333333,1534082.4027493724,0.0040049999849999995,0.45784029173178536,0.056854248046875,4651685.41068047,True,,1486506.4512726052,10265,4900,4849,20014,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,11,12.32846739442066,30322,30323,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19903,19750,14386,14386,6439,6144,14,0.0022786458333333335,1441915.0488314107,0.004260999984,0.44758793271235925,0.05672679227941176,4635062.209378314,True,,1369393.9952697302,10811,5116,5166,21093,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,12,12.32846739442066,30324,30325,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19974,19822,14308,14308,6452,6144,13,0.0021158854166666665,1441915.0488314107,0.004260999984,0.4509365389991613,0.05693359375,4651959.651356807,True,,1373868.7242302853,10774,5234,5225,21233,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,13,12.32846739442066,30326,30327,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19936,19794,14307,14307,6441,6144,15,0.00244140625,1441915.0488314107,0.004260999984,0.450199203187251,0.056853170955882354,4645388.423920726,True,,1364971.6683870335,10942,5079,5134,21155,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,14,12.32846739442066,30328,30329,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19712,19557,14051,14051,6300,6144,9,0.00146484375,1441915.0488314107,0.004260999984,0.4483666642943563,0.056172449448529414,4589767.677408187,True,,1392383.53748707,10744,5074,5116,20934,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,15,12.32846739442066,30330,30331,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19820,19689,14322,14322,6492,6144,12,0.001953125,1441915.0488314107,0.004260999984,0.45328864683703396,0.056551585477941174,4620746.321035423,True,,1378399.8846775182,10848,5061,5080,20989,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,16,12.32846739442066,30332,30333,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19860,19729,14263,14263,6344,6144,15,0.00244140625,1441915.0488314107,0.004260999984,0.44478721166654983,0.05666647518382353,4630133.788801253,True,,1364971.6683870335,10812,5154,5159,21125,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,17,12.32846739442066,30334,30335,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18759,18618,13372,13372,6159,6144,13,0.0021158854166666665,1534082.4027493724,0.0040049999849999995,0.46058929105593777,0.056817626953125,4648689.155987601,True,,1461686.5502843056,10259,4831,4949,20039,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,18,12.32846739442066,30336,30337,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,19852,19718,14273,14273,6441,6144,13,0.0021158854166666665,1441915.0488314107,0.004260999984,0.4512716317522595,0.05663488051470588,4627552.23516565,True,,1373868.7242302853,10854,5085,5117,21056,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,19,12.32846739442066,30338,30339,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18514,18386,13448,13448,6159,6144,9,0.00146484375,1534082.4027493724,0.0040049999849999995,0.45798631766805475,0.056109619140625,4590761.565258783,True,,1481384.8322534438,10254,4696,4777,19727,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,20,12.32846739442066,30340,30341,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18682,18546,13454,13454,6195,6144,11,0.0017903645833333333,1534082.4027493724,0.0040049999849999995,0.46045785639958375,0.056597900390625,4630711.6278303815,True,,1471393.1780068523,10240,4858,4875,19973,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,21,12.32846739442066,30342,30343,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,20075,19948,14392,14392,6526,6144,13,0.0021158854166666665,1441915.0488314107,0.004260999984,0.45344635908838243,0.05729549632352941,4681530.17481917,True,,1373868.7242302853,11003,5181,5191,21375,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,22,12.32846739442066,30344,30345,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18798,18680,13579,13579,6211,6144,11,0.0017903645833333333,1534082.4027493724,0.0040049999849999995,0.4573974519478607,0.0570068359375,4664169.805234095,True,,1471393.1780068523,10283,4988,4783,20054,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,23,12.32846739442066,30346,30347,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,348160,20032,19891,14356,14356,6542,6144,14,0.0022786458333333335,1441915.0488314107,0.004260999984,0.4556979660072444,0.057131778492647056,4668153.033252862,True,,1369393.9952697302,10953,5114,5171,21238,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
conteos_oscuros,3,24,12.32846739442066,30348,30349,5.0,0.2,0.85,12.32846739442066,0.1,80000000.0,0.98,2048,3,3,2.5,0.0,True,327680,18660,18534,13467,13467,6161,6144,8,0.0013020833333333333,1534082.4027493724,0.0040049999849999995,0.45748867602287074,0.056561279296875,4627715.373137511,True,,1486506.4512726052,10315,4733,4862,19910,3.698540151919616e-08,2611561.8154324726,,12.32846739442066,,,,,,,,,,,,,,,,,,,,,,
