experimento,eficiencia_barrida,repeticion,semilla_alice,semilla_bob,distancia_km,mu,eficiencia_detector,conteos_oscuros_hz,visibilidad,claves_completadas,bits_tamizados,errores,qber,tiempo_hasta_ultima_clave_s,tasa_tamizada_bps,indicador_ideal_bps,clics_detector_0,clics_detector_1,clics_detector_2,clics_detector_total,rendimiento_fondo_pulso,referencia_tasa_tamizada_bps,conteos_oscuros_barridos_hz
eficiencia_detector,0.2681818181818182,5,20310,20311,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,3,0.0029296875,0.0008369999789999999,1223416.9960474994,1147115.441999959,1988,961,989,3938,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,6,20312,20313,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,1996,824,951,3771,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,7,20314,20315,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,4,0.00390625,0.00080499998,1272049.7210447136,1170732.3173938908,1942,861,933,3736,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,8,20316,20317,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,4,0.00390625,0.00080499998,1272049.7210447136,1170732.3173938908,1923,915,876,3714,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,9,20318,20319,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,2,0.001953125,0.00080499998,1272049.7210447136,1216016.9839500093,1920,870,943,3733,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,10,20320,20321,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,3,0.0029296875,0.0008369999789999999,1223416.9960474994,1147115.441999959,1991,954,951,3896,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,11,20322,20323,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,3,0.0029296875,0.0008369999789999999,1223416.9960474994,1147115.441999959,1961,892,970,3823,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,12,20324,20325,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,1938,942,946,3826,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,13,20326,20327,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,2,0.001953125,0.0008369999789999999,1223416.9960474994,1169526.490226373,2044,927,925,3896,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,14,20328,20329,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,1980,947,931,3858,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,15,20330,20331,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,1,0.0009765625,0.0008369999789999999,1223416.9960474994,1193889.2782214251,2021,1004,930,3955,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,16,20332,20333,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,3,0.0029296875,0.000868999978,1178365.9676916585,1104874.137136677,2032,949,960,3941,2.9999995498908305e-07,843097.5341486669,
eficiencia_detector,0.2681818181818182,17,20334,20335,5.0,0.1,0.2681818181818182,100.0,0.98,4,1024,4,0.00390625,0.00080499998,1272049.7210447136,1170732.3173938908,1914,886,902,3702,2.9999995498908305e-07,843097.5341486669,
